height_cm,weight_kg,age,gender,activity_level,goal
164,74.9,20,female,light,maintain
157,59.1,17,male,sedentary,maintain
161,50.4,30,female,very_active,gain
160,70.5,22,female,sedentary,maintain
159,57.3,21,female,moderate,cut
187,93.4,26,male,active,cut
152,68.9,23,female,very_active,gain
152,53.9,22,male,light,maintain
180,64.4,29,female,active,cut
184,94.0,30,male,active,cut
159,57.7,22,female,moderate,gain
166,65.7,18,male,moderate,cut
187,83.0,13,female,light,gain
188,86.4,16,female,light,gain
165,59.4,21,male,active,cut
167,67.8,17,female,very_active,maintain
188,92.1,24,female,very_active,cut
191,86.2,20,male,active,cut
157,73.8,21,female,light,cut
157,48.0,17,female,very_active,maintain
157,44.7,17,male,active,cut
150,65.9,18,female,sedentary,cut
190,77.8,17,male,active,maintain
172,74.8,22,male,active,maintain
162,63.7,13,female,active,gain
153,44.5,17,male,very_active,maintain
151,59.9,29,female,sedentary,cut
153,53.4,19,male,active,cut
142,37.9,13,male,light,maintain
155,66.8,30,male,active,maintain
174,72.6,20,male,active,gain
191,77.6,28,female,light,maintain
167,62.2,20,male,active,maintain
181,88.1,29,female,active,gain
160,76.3,29,female,very_active,maintain
164,45.6,17,female,light,cut
176,63.7,30,male,sedentary,gain
178,61.0,27,female,active,maintain
169,74.6,19,male,sedentary,cut
158,64.5,28,male,moderate,gain
183,75.2,13,female,sedentary,cut
170,72.8,19,female,very_active,gain
186,80.8,17,female,sedentary,maintain
156,60.0,29,male,moderate,cut
161,66.7,22,male,light,cut
192,75.0,24,female,moderate,gain
186,98.7,29,female,active,maintain
181,64.2,16,female,moderate,cut
176,72.4,15,female,sedentary,maintain
187,77.1,25,female,sedentary,maintain
188,101.9,20,female,light,cut
194,80.9,20,male,sedentary,maintain
167,68.3,20,female,active,cut
156,57.4,19,male,very_active,maintain
151,47.6,24,female,very_active,cut
159,65.3,30,female,moderate,maintain
188,64.4,17,male,active,cut
151,54.7,17,male,moderate,maintain
172,52.7,17,male,active,cut
174,66.1,29,male,light,maintain
194,112.4,19,female,active,gain
155,55.1,17,female,light,cut
140,37.7,14,male,light,gain
168,69.9,15,female,light,maintain
161,72.5,24,male,moderate,maintain
176,76.1,29,female,active,gain
153,58.8,24,female,active,cut
175,63.6,22,male,moderate,maintain
155,54.2,18,male,moderate,cut
190,86.1,23,female,sedentary,gain
192,75.4,29,female,very_active,gain
195,86.8,22,male,sedentary,gain
145,44.9,16,female,very_active,gain
170,81.5,28,female,light,maintain
147,51.3,16,male,light,maintain
191,100.0,19,male,moderate,gain
164,55.9,29,male,active,gain
168,64.2,13,female,very_active,gain
176,79.2,20,female,sedentary,cut
175,63.2,18,male,light,gain
153,56.2,30,female,moderate,cut
159,48.6,22,female,light,cut
153,56.0,17,female,light,gain
172,60.9,20,female,sedentary,cut
183,68.2,24,male,light,gain
161,70.9,27,male,very_active,cut
143,38.2,13,female,light,maintain
159,43.1,16,female,light,gain
150,50.0,24,female,sedentary,gain
176,80.3,19,female,very_active,maintain
165,68.3,19,male,sedentary,gain
172,68.9,30,female,very_active,gain
164,56.7,17,male,light,maintain
180,88.8,26,male,moderate,gain
164,79.1,26,female,moderate,cut
192,102.9,19,female,active,gain
168,74.3,20,female,sedentary,cut
188,71.2,22,female,very_active,cut
160,64.7,16,male,sedentary,maintain
174,76.3,14,female,light,maintain
193,110.7,24,female,sedentary,cut
174,70.5,30,male,active,gain
192,83.1,22,female,sedentary,maintain
164,54.6,25,female,moderate,maintain
153,47.8,28,male,very_active,gain
177,61.4,28,female,sedentary,maintain
186,76.4,19,male,very_active,cut
161,75.8,24,female,active,cut
182,87.8,19,female,light,maintain
190,95.3,25,male,moderate,gain
187,63.0,13,female,light,gain
175,51.0,17,male,active,cut
160,60.8,13,female,sedentary,maintain
190,85.7,17,male,active,gain
180,71.9,20,female,light,cut
155,65.4,18,female,sedentary,gain
187,84.4,22,male,sedentary,cut
151,58.4,24,female,light,maintain
157,47.5,15,female,moderate,maintain
182,89.0,25,female,active,gain
158,50.2,15,female,active,cut
189,92.2,30,female,very_active,gain
169,65.5,25,male,light,maintain
176,81.3,20,female,moderate,cut
172,79.2,30,male,active,maintain
156,46.2,15,female,light,gain
151,53.9,19,male,moderate,gain
158,61.3,20,male,sedentary,gain
194,102.0,19,male,light,maintain
181,82.3,29,male,moderate,maintain
180,68.4,26,female,sedentary,gain
153,54.5,18,male,very_active,gain
173,49.9,14,male,light,cut
192,88.5,21,male,active,cut
161,50.7,26,female,sedentary,cut
162,71.2,28,male,very_active,cut
161,50.8,29,female,moderate,cut
163,56.5,18,male,moderate,maintain
171,69.0,22,female,moderate,gain
169,83.8,22,female,light,gain
185,93.3,18,male,moderate,cut
188,79.7,15,female,very_active,gain
193,94.4,25,male,light,gain
186,85.7,30,male,active,maintain
151,61.0,25,female,sedentary,cut
168,61.6,28,male,very_active,cut
164,54.0,16,female,moderate,cut
169,76.4,24,female,sedentary,gain
188,76.5,13,female,light,gain
156,44.6,15,female,active,cut
180,88.1,27,female,sedentary,cut
154,56.3,18,male,very_active,cut
195,80.9,27,female,moderate,cut
157,56.7,20,female,very_active,maintain
184,84.9,20,male,sedentary,cut
184,96.3,28,female,light,maintain
184,70.5,27,male,sedentary,gain
159,67.3,28,male,sedentary,maintain
166,69.7,27,male,very_active,cut
187,78.3,23,male,moderate,gain
169,78.2,26,female,sedentary,maintain
178,85.4,22,female,light,gain
183,65.5,23,female,light,maintain
156,52.4,28,female,moderate,maintain
181,84.5,29,male,moderate,cut
169,79.3,24,male,very_active,cut
173,60.3,19,female,moderate,cut
177,82.7,30,female,active,gain
192,100.6,30,male,active,cut
142,40.3,15,female,active,gain
181,67.8,19,male,very_active,gain
179,91.7,23,female,very_active,maintain
184,77.7,15,male,moderate,cut
164,59.7,20,male,very_active,maintain
184,99.1,21,female,very_active,cut
152,48.9,22,male,light,maintain
188,68.7,15,male,sedentary,gain
158,43.7,13,male,active,cut
189,72.1,29,male,active,gain
188,84.3,13,male,moderate,cut
176,85.8,20,male,light,gain
159,61.2,14,male,very_active,cut
193,83.5,26,male,active,cut
146,44.7,15,male,very_active,gain
190,105.5,27,female,active,gain
175,74.0,19,male,very_active,maintain
166,66.7,24,female,active,maintain
185,73.6,28,male,light,gain
184,80.4,26,female,sedentary,gain
163,55.5,18,male,light,maintain
168,65.3,22,female,active,cut
151,49.4,30,female,light,maintain
160,58.8,26,female,active,gain
181,76.4,29,male,sedentary,cut
158,59.6,29,male,light,gain
156,50.0,30,male,active,gain
153,45.2,15,female,very_active,cut
188,87.1,24,male,moderate,gain
174,62.6,29,male,very_active,cut
165,74.3,27,male,light,cut
170,68.4,15,male,light,cut
185,73.8,28,female,light,cut
157,51.3,27,female,light,maintain
161,63.6,26,male,moderate,gain
152,47.1,26,male,moderate,maintain
191,94.1,21,female,moderate,gain
190,92.1,29,male,active,gain
187,59.0,13,male,sedentary,gain
160,58.1,21,male,very_active,gain
152,55.0,30,male,light,gain
156,53.0,22,male,sedentary,maintain
193,79.5,19,male,sedentary,cut
188,84.9,18,male,moderate,gain
160,71.5,22,male,very_active,maintain
180,87.8,21,male,sedentary,maintain
182,88.3,27,female,sedentary,cut
156,59.7,25,female,light,gain
190,72.2,19,female,very_active,cut
157,52.1,28,male,very_active,cut
178,64.0,19,male,light,gain
190,97.7,18,male,active,maintain
158,51.5,26,female,light,gain
154,47.7,26,male,very_active,cut
148,47.3,16,male,light,cut
179,77.7,28,male,sedentary,cut
166,65.7,25,female,very_active,gain
180,64.9,27,male,moderate,gain
159,70.0,29,female,light,cut
157,66.7,18,male,very_active,cut
162,68.6,18,male,active,maintain
170,69.5,21,female,sedentary,gain
188,70.8,24,female,sedentary,cut
183,85.8,15,male,sedentary,cut
171,56.8,13,female,very_active,maintain
173,69.1,16,female,active,cut
170,83.3,26,female,sedentary,gain
164,61.0,21,female,light,maintain
180,90.6,25,female,active,gain
153,68.2,27,female,light,gain
171,73.3,18,female,moderate,maintain
167,64.1,13,male,sedentary,gain
174,73.7,26,female,sedentary,cut
156,49.9,18,female,light,cut
162,51.0,14,female,light,gain
195,76.8,23,female,very_active,gain
161,69.5,20,female,sedentary,cut
171,49.2,13,female,very_active,gain
161,54.5,22,male,sedentary,maintain
166,70.6,22,male,moderate,gain
187,86.0,28,female,light,maintain
184,72.4,25,male,active,gain
178,78.0,14,male,active,maintain
157,63.3,22,male,active,maintain
155,51.9,20,male,light,gain
153,51.6,19,female,light,gain
161,51.3,26,female,active,maintain
184,68.2,18,female,sedentary,gain
170,62.7,17,female,moderate,maintain
142,45.4,15,male,moderate,maintain
150,62.4,24,male,active,maintain
157,57.5,15,female,moderate,cut
177,72.3,27,female,sedentary,maintain
145,41.2,15,female,light,maintain
191,86.4,25,male,very_active,cut
175,70.5,19,male,light,cut
156,62.8,29,male,sedentary,cut
180,73.0,23,male,very_active,gain
176,68.6,14,male,light,gain
160,66.4,29,female,light,gain
181,83.0,18,male,moderate,maintain
174,71.8,30,male,very_active,maintain
184,86.9,13,male,light,gain
189,85.2,28,male,active,gain
141,43.9,14,male,very_active,maintain
184,87.6,27,male,active,gain
190,72.5,22,female,light,gain
151,59.2,20,male,active,cut
151,38.3,16,male,sedentary,cut
178,86.5,19,male,very_active,maintain
164,52.7,22,female,very_active,cut
174,84.7,22,male,light,maintain
195,104.2,24,male,light,cut
189,76.7,15,female,sedentary,maintain
174,51.4,14,female,light,cut
173,63.4,19,male,active,maintain
188,92.8,25,male,active,cut
160,70.5,30,female,very_active,maintain
171,60.7,22,female,moderate,cut
185,75.8,28,male,sedentary,gain
148,53.0,14,male,very_active,maintain
170,62.1,22,male,active,gain
156,68.6,27,female,light,maintain
155,70.9,20,female,very_active,maintain
195,91.5,27,female,moderate,maintain
151,47.6,27,female,light,gain
173,74.1,24,female,active,maintain
180,77.3,16,male,active,cut
184,78.5,25,male,moderate,cut
146,48.4,17,male,moderate,maintain
174,89.7,30,female,light,cut
185,90.2,25,female,sedentary,gain
163,55.1,15,male,very_active,maintain
155,58.4,15,female,very_active,gain
172,52.0,14,female,sedentary,gain
176,68.9,30,male,light,gain
155,56.0,16,male,light,cut
175,68.8,28,male,very_active,cut
188,86.7,14,male,active,gain
141,48.2,16,female,light,cut
181,81.9,18,male,light,cut
151,45.1,15,male,active,maintain
176,84.8,20,male,sedentary,cut
159,57.9,21,male,sedentary,cut
183,85.2,14,female,light,cut
151,68.2,28,female,moderate,gain
186,71.3,27,male,active,cut
149,52.4,17,female,active,maintain
172,60.1,18,male,light,cut
182,91.3,23,male,active,maintain
176,79.8,24,male,light,maintain
177,86.4,24,female,moderate,cut
150,45.3,25,male,active,cut
187,61.4,14,female,moderate,gain
170,63.7,28,male,light,cut
184,90.2,21,male,sedentary,gain
165,73.7,24,male,moderate,maintain
156,50.5,27,male,active,maintain
176,80.1,19,female,sedentary,cut
189,74.4,22,male,active,maintain
155,70.1,19,female,moderate,cut
155,65.3,27,male,active,cut
188,67.9,17,female,moderate,gain
190,98.9,27,female,very_active,cut
159,66.5,24,male,very_active,gain
158,59.2,29,male,moderate,maintain
181,81.2,16,female,sedentary,gain
158,62.0,23,female,moderate,maintain
171,67.0,19,female,moderate,maintain
188,94.9,22,female,active,gain
172,64.6,24,male,active,maintain
176,74.5,22,male,light,maintain
154,59.2,18,female,active,cut
189,80.0,25,female,sedentary,gain
161,61.6,13,male,sedentary,cut
150,55.6,28,female,moderate,cut
152,46.6,28,female,very_active,gain
169,56.1,21,female,very_active,cut
154,55.3,15,male,active,maintain
162,64.9,30,male,moderate,gain
162,53.9,16,male,sedentary,gain
176,63.7,27,male,light,cut
153,56.1,19,male,sedentary,cut
148,47.5,16,male,light,cut
178,71.2,17,male,sedentary,cut
169,48.9,15,female,active,cut
188,85.7,16,male,very_active,gain
185,71.2,23,male,active,gain
186,95.4,25,male,moderate,maintain
166,54.6,17,female,sedentary,gain
150,40.6,17,female,sedentary,cut
188,72.6,27,male,sedentary,cut
162,73.0,27,female,very_active,cut
179,77.8,30,male,active,gain
178,81.3,19,male,moderate,gain
178,63.7,24,female,very_active,maintain
190,89.0,19,male,moderate,maintain
163,63.3,21,female,moderate,cut
189,76.6,19,female,active,maintain
192,80.2,23,male,light,maintain
140,44.9,14,female,active,cut
164,75.4,19,female,active,gain
156,59.0,13,male,active,gain
161,61.5,23,male,sedentary,maintain
156,52.7,25,female,active,maintain
193,96.7,26,male,active,maintain
151,61.7,20,female,moderate,gain
152,63.4,20,male,very_active,maintain
152,67.7,26,female,very_active,gain
181,84.3,26,male,active,cut
159,49.3,16,female,sedentary,maintain
149,51.3,16,male,active,maintain
162,67.2,16,female,very_active,gain
154,71.1,26,female,very_active,maintain
190,60.5,14,female,sedentary,maintain
163,71.3,25,female,sedentary,cut
159,64.1,15,male,moderate,cut
195,92.6,29,male,very_active,gain
183,81.1,24,male,light,maintain
162,65.7,17,female,sedentary,maintain
162,66.9,13,male,sedentary,maintain
150,65.0,23,female,active,gain
177,74.4,15,male,light,cut
153,62.6,20,male,moderate,maintain
174,83.9,23,male,very_active,maintain
182,81.7,19,female,light,cut
155,57.4,24,female,very_active,gain
182,84.0,22,female,moderate,cut
184,56.6,13,male,moderate,maintain
154,52.7,27,female,moderate,gain
155,46.4,17,female,sedentary,gain
174,68.9,13,male,very_active,cut
174,69.2,30,female,active,maintain
172,69.3,24,male,very_active,gain
161,57.8,25,male,moderate,maintain
170,69.1,27,female,light,maintain
167,73.5,26,male,moderate,maintain
181,66.4,23,male,moderate,maintain
164,59.7,24,male,light,cut
185,84.1,23,male,light,maintain
174,68.8,22,male,sedentary,gain
167,77.9,20,female,very_active,maintain
180,76.2,22,female,very_active,maintain
154,63.2,26,male,very_active,gain
156,47.6,20,female,light,gain
172,66.5,23,male,moderate,gain
168,82.1,28,female,active,gain
159,51.1,14,male,moderate,maintain
180,75.1,19,male,sedentary,cut
156,52.9,25,male,very_active,cut
156,52.3,24,female,sedentary,maintain
187,74.0,20,male,active,cut
170,66.3,28,female,very_active,maintain
151,54.1,30,male,moderate,cut
188,96.1,23,male,light,gain
160,74.4,21,female,very_active,maintain
157,49.4,26,male,very_active,gain
189,81.8,15,male,active,maintain
171,81.5,30,female,moderate,maintain
164,66.1,30,male,moderate,cut
174,67.7,16,female,sedentary,cut
155,40.5,14,male,sedentary,gain
178,74.4,14,male,active,gain
174,77.7,22,female,light,cut
159,54.5,28,male,moderate,gain
171,68.5,21,male,light,cut
177,52.5,16,male,sedentary,maintain
153,55.1,21,male,very_active,maintain
172,68.1,30,female,moderate,maintain
177,61.2,28,female,sedentary,cut
155,56.3,23,female,sedentary,cut
161,75.1,30,female,very_active,cut
161,58.0,21,female,active,gain
189,62.9,13,female,sedentary,gain
172,68.0,20,female,active,maintain
159,69.8,18,male,moderate,gain
190,92.5,26,male,sedentary,gain
166,58.2,18,female,active,gain
141,35.2,14,male,active,gain
174,70.4,19,female,sedentary,cut
168,75.6,19,male,moderate,cut
165,61.1,16,female,light,cut
171,60.8,20,male,active,cut
160,64.5,18,female,moderate,gain
185,85.7,30,male,light,gain
195,101.0,21,male,active,maintain
173,72.5,26,female,very_active,gain
170,76.2,18,female,moderate,gain
179,76.8,22,female,moderate,maintain
177,71.9,13,female,active,maintain
182,64.5,22,female,sedentary,gain
189,94.9,20,female,very_active,maintain
161,51.6,13,female,active,cut
179,83.7,27,female,light,maintain
164,56.8,30,female,sedentary,gain
157,67.3,27,male,active,maintain
167,53.1,14,male,active,maintain
169,52.5,15,male,moderate,gain
165,65.3,19,female,sedentary,maintain
193,87.4,24,female,active,gain
157,51.0,30,male,moderate,maintain
184,71.2,22,male,very_active,gain
152,58.7,18,male,sedentary,cut
189,91.1,17,male,moderate,gain
167,77.6,26,female,active,maintain
153,50.8,21,male,very_active,gain
159,55.8,21,female,light,maintain
156,60.8,27,female,moderate,gain
190,98.9,28,female,light,maintain
190,89.4,18,female,sedentary,gain
174,74.2,17,male,very_active,cut
155,51.1,20,female,light,cut
149,39.8,16,female,light,cut
167,57.9,26,male,active,cut
177,68.0,26,male,very_active,gain
150,55.6,23,female,light,gain
191,80.2,19,male,very_active,maintain
160,72.8,22,female,active,gain
189,73.9,26,female,sedentary,maintain
153,55.3,30,male,light,gain
178,81.9,13,male,sedentary,gain
187,78.9,27,male,light,gain
164,68.9,19,female,active,maintain
165,64.8,23,male,moderate,gain
165,65.7,27,male,moderate,maintain
158,60.5,29,female,very_active,maintain
181,74.8,15,male,light,gain
194,77.8,23,female,moderate,cut
164,73.4,18,female,moderate,maintain
